0.05	0.00001	0.01	0.
0.05	0.00001	0.011220184543019636	0.
0.05	0.00001	0.012589254117941675	0.
0.05	0.00001	0.01412537544622754	0.
0.05	0.00001	0.015848931924611134	0.
0.05	0.00001	0.01778279410038923	0.
0.05	0.00001	0.0199526231496888	0.
0.05	0.00001	0.0223872113856834	0.
0.05	0.00001	0.025118864315095794	0.
0.05	0.00001	0.028183829312644536	0.
0.05	0.00001	0.03162277660168379	0.
0.05	0.00001	0.03548133892335755	0.
0.05	0.00001	0.039810717055349734	0.
0.05	0.00001	0.0446683592150963	0.
0.05	0.00001	0.05011872336272725	1.1388390057850651e-17
0.05	0.00001	0.05623413251903491	0.
0.05	0.00001	0.06309573444801933	0.
0.05	0.00001	0.0707945784384138	9.841788631635108e-18
0.05	0.00001	0.07943282347242814	0.
0.05	0.00001	0.08912509381337459	0.
0.05	0.00001	0.1	0.
0.05	0.00001	0.11220184543019636	0.
0.05	0.00001	0.12589254117941676	0.
0.05	0.00001	0.14125375446227548	0.
0.05	0.00001	0.15848931924611143	0.
0.05	0.00001	0.1778279410038923	7.131917554690189e-19
0.05	0.00001	0.19952623149688797	0.
0.05	0.00001	0.223872113856834	0.
0.05	0.00001	0.25118864315095807	0.
0.05	0.00001	0.2818382931264455	0.
0.05	0.00001	0.31622776601683794	1.0480101510240871e-17
0.05	0.00001	0.35481338923357547	0.
0.05	0.00001	0.3981071705534973	0.
0.05	0.00001	0.44668359215096326	0.
0.05	0.00001	0.5011872336272725	2.8069914443283357e-18
0.05	0.00001	0.5623413251903491	2.027179092659755e-19
0.05	0.00001	0.6309573444801934	0.
0.05	0.00001	0.707945784384138	0.
0.05	0.00001	0.7943282347242817	0.
0.05	0.00001	0.8912509381337459	0.
0.05	0.00001	1.	3.2028827714943843e-18
0.05	0.00001	1.1220184543019642	1.0159458368788202e-17
0.05	0.00001	1.2589254117941675	7.44416856642601e-18
0.05	0.00001	1.412537544622754	1.4499532766379013e-18
0.05	0.00001	1.584893192461114	3.086783124542509e-18
0.05	0.00001	1.7782794100389228	2.3246807146731746e-19
0.05	0.00001	1.9952623149688808	8.857552261611943e-19
0.05	0.00001	2.23872113856834	2.0980795611201306e-18
0.05	0.00001	2.5118864315095824	2.4054389655743864e-18
0.05	0.00001	2.818382931264455	8.275222982862407e-20
0.05	0.00001	3.1622776601683795	1.7242318731599527e-18
0.05	0.00001	3.548133892335757	1.4169987208416268e-18
0.05	0.00001	3.981071705534973	2.6723641676854624e-18
0.05	0.00001	4.4668359215096345	2.5699564746243668e-18
0.05	0.00001	5.011872336272725	2.977182461299803e-18
0.05	0.00001	5.623413251903491	9.567219958511016e-19
0.05	0.00001	6.309573444801936	1.3906930738175689e-18
0.05	0.00001	7.07945784384138	2.609795574454578e-18
0.05	0.00001	7.943282347242821	5.428224607696856e-20
0.05	0.00001	8.91250938133746	2.6723404136788395e-19
0.05	0.00001	10.	0.
0.05	0.00001	11.220184543019641	0.
0.05	0.00001	12.589254117941675	1.0862812700284371e-18
0.05	0.00001	14.125375446227554	1.546670425764007e-18
0.05	0.00001	15.848931924611142	2.5839779523793205e-19
0.05	0.00001	17.78279410038923	1.1150475117660853e-10
0.05	0.00001	19.952623149688808	3.480816739094363e-8
0.05	0.00001	22.3872113856834	1.246176812693149e-6
0.05	0.00001	25.11886431509582	7.880197779059823e-6
0.05	0.00001	28.18382931264455	0.000014056242463473943
0.05	0.00001	31.622776601683793	0.000022085213737782704
0.05	0.00001	35.48133892335757	0.00003314380293654678
0.05	0.00001	39.810717055349734	0.00003963956951098602
0.05	0.00001	44.668359215096345	0.000042939230019033866
0.05	0.00001	50.11872336272725	0.00003822492368244089
0.05	0.00001	56.23413251903491	0.000026054249790283247
0.05	0.00001	63.095734448019364	0.000014088167646463416
0.05	0.00001	70.79457843841381	6.800804224085689e-6
0.05	0.00001	79.43282347242821	2.1423924858926526e-6
0.05	0.00001	89.12509381337459	0.
0.05	0.00001	100.	0.
0.05	0.00001	112.2018454301963	0.
0.05	0.000030000000000000004	0.01	0.
0.05	0.000030000000000000004	0.011220184543019636	0.
0.05	0.000030000000000000004	0.012589254117941675	0.
0.05	0.000030000000000000004	0.01412537544622754	0.
0.05	0.000030000000000000004	0.015848931924611134	0.
0.05	0.000030000000000000004	0.01778279410038923	0.
0.05	0.000030000000000000004	0.0199526231496888	0.
0.05	0.000030000000000000004	0.0223872113856834	0.
0.05	0.000030000000000000004	0.025118864315095794	0.
0.05	0.000030000000000000004	0.028183829312644536	0.
0.05	0.000030000000000000004	0.03162277660168379	0.
0.05	0.000030000000000000004	0.03548133892335755	0.
0.05	0.000030000000000000004	0.039810717055349734	0.
0.05	0.000030000000000000004	0.0446683592150963	0.
0.05	0.000030000000000000004	0.05011872336272725	3.4165170173551954e-17
0.05	0.000030000000000000004	0.05623413251903491	0.
0.05	0.000030000000000000004	0.06309573444801933	0.
0.05	0.000030000000000000004	0.0707945784384138	2.9525365894905324e-17
0.05	0.000030000000000000004	0.07943282347242814	0.
0.05	0.000030000000000000004	0.08912509381337459	0.
0.05	0.000030000000000000004	0.1	0.
0.05	0.000030000000000000004	0.11220184543019636	0.
0.05	0.000030000000000000004	0.12589254117941676	0.
0.05	0.000030000000000000004	0.14125375446227548	0.
0.05	0.000030000000000000004	0.15848931924611143	0.
0.05	0.000030000000000000004	0.1778279410038923	2.1395752664070564e-18
0.05	0.000030000000000000004	0.19952623149688797	0.
0.05	0.000030000000000000004	0.223872113856834	0.
0.05	0.000030000000000000004	0.25118864315095807	0.
0.05	0.000030000000000000004	0.2818382931264455	0.
0.05	0.000030000000000000004	0.31622776601683794	3.144030453072261e-17
0.05	0.000030000000000000004	0.35481338923357547	0.
0.05	0.000030000000000000004	0.3981071705534973	0.
0.05	0.000030000000000000004	0.44668359215096326	0.
0.05	0.000030000000000000004	0.5011872336272725	8.420974332985006e-18
0.05	0.000030000000000000004	0.5623413251903491	6.081537277979265e-19
0.05	0.000030000000000000004	0.6309573444801934	0.
0.05	0.000030000000000000004	0.707945784384138	0.
0.05	0.000030000000000000004	0.7943282347242817	0.
0.05	0.000030000000000000004	0.8912509381337459	0.
0.05	0.000030000000000000004	1.	9.608648314483153e-18
0.05	0.000030000000000000004	1.1220184543019642	3.0478375106364607e-17
0.05	0.000030000000000000004	1.2589254117941675	2.2332505699278027e-17
0.05	0.000030000000000000004	1.412537544622754	4.349859829913704e-18
0.05	0.000030000000000000004	1.584893192461114	9.260349373627527e-18
0.05	0.000030000000000000004	1.7782794100389228	6.974042144019524e-19
0.05	0.000030000000000000004	1.9952623149688808	2.6572656784835827e-18
0.05	0.000030000000000000004	2.23872113856834	6.294238683360391e-18
0.05	0.000030000000000000004	2.5118864315095824	7.21631689672316e-18
0.05	0.000030000000000000004	2.818382931264455	2.482566894858722e-19
0.05	0.000030000000000000004	3.1622776601683795	5.172695619479858e-18
0.05	0.000030000000000000004	3.548133892335757	4.25099616252488e-18
0.05	0.000030000000000000004	3.981071705534973	8.017092503056388e-18
0.05	0.000030000000000000004	4.4668359215096345	7.709869423873101e-18
0.05	0.000030000000000000004	5.011872336272725	8.931547383899408e-18
0.05	0.000030000000000000004	5.623413251903491	2.8701659875533045e-18
0.05	0.000030000000000000004	6.309573444801936	4.172079221452706e-18
0.05	0.000030000000000000004	7.07945784384138	7.829386723363733e-18
0.05	0.000030000000000000004	7.943282347242821	1.6284673823090566e-19
