"ma GeV","theta2_api0","theta2_aeta","theta2_aetapr","P_pi0mix->a,FNAL (DUNE)","P_etamix->a,SPS (SHiP)","P_etaprmix->a,LHC"
2.0589999999999997,2.313749561547792e-7,0.000010093653691921305,0.000136513940597339,6.709873728488595e-7,3.936524939849308e-6,0.0000682569702986695
2.06,2.2961586652524844e-7,0.000010016248478667279,0.0001354144273443308,6.658860129232204e-7,3.906336906680239e-6,0.0000677072136721654
2.061,2.2786693074082465e-7,9.939297181415064e-6,0.00013432197589358035,6.608140991483914e-7,3.876325900751875e-6,0.00006716098794679017
2.062,2.2612810838108716e-7,9.86279792912189e-6,0.0001332365508313674,6.557715143051528e-7,3.846491192357536e-6,0.0000666182754156837
2.0629999999999997,2.2439935912013535e-7,9.786748855584082e-6,0.00013215811689180107,6.507581414483925e-7,3.816832053677792e-6,0.00006607905844590052
2.064,2.2268064272644728e-7,9.71114809942773e-6,0.00013108663895613189,6.457738639066971e-7,3.7873477587768156e-6,0.00006554331947806594
2.065,2.2097191906274402e-7,9.635993804099437e-6,0.0001300220820520731,6.408185652819577e-7,3.7580375835987806e-6,0.00006501104102603654
2.066,2.1927314808584524e-7,9.561284117856892e-6,0.00012896441135311826,6.358921294489511e-7,3.728900805964189e-6,0.00006448220567655914
2.0669999999999997,2.1758428984653578e-7,9.487017193759772e-6,0.00012791359217787136,6.309944405549539e-7,3.6999367055663114e-6,0.00006395679608893568
2.068,2.159053044894257e-7,9.413191189660462e-6,0.00012686958998937527,6.261253830193346e-7,3.6711445639675796e-6,0.00006343479499468764
2.069,2.1423615225281817e-7,9.339804268195094e-6,0.0001258323703944501,6.212848415331727e-7,3.6425236645960865e-6,0.00006291618519722506
2.07,2.1257679346856788e-7,9.266854596774182e-6,0.00012480189914302833,6.164727010588469e-7,3.6140732927419318e-6,0.00006240094957151416
2.0709999999999997,2.1092718856195105e-7,9.194340347573796e-6,0.0001237781421275006,6.11688846829658e-7,3.5857927355537796e-6,0.00006188907106375029
2.072,2.0926280807367377e-7,9.12119224651502e-6,0.0001227467003642112,6.068621434136538e-7,3.5572649761408593e-6,0.00006137335018210559
2.073,2.0756329178117136e-7,9.046523013301765e-6,0.00012169564497332939,6.01933546165397e-7,3.5281439751876886e-6,0.000060847822486664695
2.074,2.0587424449963974e-7,8.972320458498403e-6,0.00012065172677940193,5.970353090489553e-7,3.4992049788143777e-6,0.000060325863389700963
2.0749999999999997,2.0419562191603015e-7,8.898582542690019e-6,0.00011961490847924399,5.921673035564874e-7,3.4704471916491072e-6,0.000059807454239621996
2.076,2.0252737982535515e-7,8.825307231926407e-6,0.00011858515292640109,5.873294014935299e-7,3.4418698204512985e-6,0.00005929257646320054
2.077,2.0086947413054458e-7,8.752492497712275e-6,0.00011756242313044455,5.825214749785793e-7,3.4134720741077868e-6,0.00005878121156522228
2.078,1.9922186084229513e-7,8.680136316997117e-6,0.00011654668225626746,5.777433964426559e-7,3.385253163628875e-6,0.00005827334112813373
2.0789999999999997,1.9758449607892894e-7,8.60823667216551e-6,0.00011553789362338974,5.729950386288939e-7,3.3572123021445485e-6,0.000057768946811694856
2.08,1.959573360662465e-7,8.536791551027246e-6,0.00011453602070526361,5.682762745921148e-7,3.329348704900626e-6,0.00005726801035263181
2.081,1.9434033713738727e-7,8.465798946807688e-6,0.00011354102712858822,5.635869776984231e-7,3.3016615892549984e-6,0.00005677051356429412
2.082,1.9273345573268159e-7,8.39525685813785e-6,0.00011255287667262176,5.589270216247765e-7,3.2741501746737624e-6,0.00005627643833631088
2.0829999999999997,1.9113664839951208e-7,8.325163289044867e-6,0.00011157153326850399,5.542962803585851e-7,3.246813682727498e-6,0.000055785766634251993
2.084,1.8954987179217042e-7,8.25551624894229e-6,0.00011059696099857932,5.496946281972943e-7,3.219651337087493e-6,0.00005529848049928965
2.085,1.8797308267172012e-7,8.186313752620643e-6,0.00010962912409572762,5.451219397479883e-7,3.19266236352205e-6,0.00005481456204786382
2.086,1.8649472262056125e-7,8.121407121725772e-6,0.000108719570279875,5.408346955996277e-7,3.167348777473052e-6,0.0000543597851399375
2.0869999999999997,1.8507876925252789e-7,8.059226921946442e-6,0.00010784723129995327,5.367284308323309e-7,3.1430984995591122e-6,0.00005392361564997664
2.088,1.8367097363826372e-7,7.997410503385937e-6,0.00010698045948099014,5.326458235509646e-7,3.118990096320515e-6,0.000053490229740495065
2.089,1.8227130342038726e-7,7.935956373220619e-6,0.00010611922725119969,5.285867799191232e-7,3.0950229855560414e-6,0.00005305961362559984
2.09,1.8087972631628274e-7,7.874863042438474e-6,0.00010526350715097215,5.245512063172199e-7,3.071196586551005e-6,0.00005263175357548607
2.0909999999999997,1.7949621011799804e-7,7.814129025832236e-6,0.00010441327183237327,5.205390093421944e-7,3.047510320074572e-6,0.000052206635916186626
2.092,1.7812072269214075e-7,7.753752841992265e-6,0.00010356849405864401,5.165500958072081e-7,3.0239636083769833e-6,0.000051784247029322
2.093,1.7675323197977538e-7,7.693733013299631e-6,0.00010272914670370528,5.125843727413486e-7,3.000555875186856e-6,0.000051364573351852633
2.094,1.7539370599631907e-7,7.634068065919024e-6,0.00010189520275166237,5.086417473893253e-7,2.97728654570842e-6,0.000050947601375831184
2.0949999999999998,1.7404211283144034e-7,7.5747565297919e-6,0.00010106663529631597,5.047221272111771e-7,2.954155046618841e-6,0.00005053331764815798
2.096,1.7269842064895738e-7,7.51579693862951e-6,0.00010024341754067431,5.008254198819764e-7,2.931160806065508e-6,0.000050121708770337157
2.097,1.71362597686738e-7,7.457187829906118e-6,0.00009942552279646999,4.969515332915402e-7,2.9083032536633865e-6,0.000049712761398235
2.098,1.7003461225659706e-7,7.398927744852071e-6,0.00009861292448367673,4.931003755441314e-7,2.8855818204923075e-6,0.000049306462241838365
2.0989999999999998,1.6871443274419782e-7,7.341015228446976e-6,0.0000978055961300316,4.892718549581737e-7,2.862995939094321e-6,0.0000489027980650158
2.1,1.6739996738856775e-7,7.2833591918502876e-6,0.00009700231754624176,4.854599054268465e-7,2.840510084821612e-6,0.00004850115877312089
2.101,1.6609302231148676e-7,7.226038150626236e-6,0.00009620412835980017,4.816697647033116e-7,2.818154878744232e-6,0.00004810206417990007
2.102,1.647938157188564e-7,7.169061521150812e-6,0.00009541114709090669,4.779020655846835e-7,2.7959339932488165e-6,0.00004770557354545334
2.1029999999999998,1.6350231612860158e-7,7.112427856034461e-6,0.00009462334757647263,4.741567167729445e-7,2.7738468638534398e-6,0.000047311673788236314
2.104,1.6221849213247745e-7,7.056135711626296e-6,0.00009384070375935244,4.7043362718418455e-7,2.7518929275342556e-6,0.00004692035187967622
2.105,1.6094231239597322e-7,7.000183648007509e-6,0.0000930631896878823,4.6673270594832233e-7,2.730071622722929e-6,0.00004653159484394115
2.106,1.5967374565821274e-7,6.944570228984633e-6,0.00009229077951541734,4.630538624088168e-7,2.708382389304007e-6,0.00004614538975770868
2.1069999999999998,1.5841276073185958e-7,6.889294022082991e-6,0.00009152344749987526,4.5939700612239276e-7,2.686824668612367e-6,0.000045761723749937624
2.108,1.5715932650302132e-7,6.8343535985401e-6,0.0000907611680032808,4.557620468587618e-7,2.6653979034306396e-6,0.000045380584001640405
2.109,1.5591341193115466e-7,6.779747533299195e-6,0.00009000391549131475,4.521488946003484e-7,2.6441015379866856e-6,0.00004500195774565737
2.11,1.546749860489686e-7,6.725474405002595e-6,0.00008925166453286277,4.485574595420089e-7,2.6229350179510124e-6,0.000044625832266431384
2.1109999999999998,1.5344401796233154e-7,6.6715327959852976e-6,0.00008850438979956977,4.449876520907615e-7,2.601897790434266e-6,0.000044252194899784885
2.112,1.522204768501768e-7,6.6179212922684615e-6,0.00008776206606539547,4.4143938286551266e-7,2.5809893039847e-6,0.00004388103303269772
2.113,1.5101745156224245e-7,6.565208834189355e-6,0.00008703222910613923,4.3795060953050315e-7,2.560431445333849e-6,0.000043516114553069614
2.114,1.4988841850212204e-7,6.515719886259166e-6,0.00008634566809952116,4.3467641365615384e-7,2.5411307556410747e-6,0.00004317283404976058
2.1149999999999998,1.4876578830777373e-7,6.466515876440671e-6,0.00008566340819717412,4.314207860925437e-7,2.5219411918118616e-6,0.00004283170409858705
2.116,1.4764953600544964e-7,6.417595655289511e-6,0.00008498542856047781,4.28183654415804e-7,2.5028623055629095e-6,0.00004249271428023891
2.117,1.4653963667789155e-7,6.368958076235172e-6,0.00008431170843318783,4.2496494636588547e-7,2.4838936497317172e-6,0.00004215585421659392
2.118,1.4543606546425233e-7,6.320601995575737e-6,0.00008364222714107668,4.217645898463318e-7,2.4650347782745376e-6,0.000041821113570538334
2.1189999999999998,1.443387975600231e-7,6.272526272472781e-6,0.00008297696409157914,4.1858251292406703e-7,2.4462852462643842e-6,0.00004148848204578956
2.12,1.4324780821695828e-7,6.224729768946261e-6,0.00008231589877343954,4.15418643829179e-7,2.427644609889042e-6,0.00004115794938671978
2.121,1.4216307274300237e-7,6.177211349869501e-6,0.00008165901075636074,4.1227291095470687e-7,2.4091124264491057e-6,0.00004082950537818037
2.122,1.410845665022144e-7,6.129969882963994e-6,0.00008100627969065454,4.091452428564217e-7,2.3906882543559578e-6,0.000040503139845327276
2.1229999999999998,1.400122649146963e-7,6.083004238794458e-6,0.00008035768530689567,4.060355682526193e-7,2.372371653129839e-6,0.00004017884265344783
2.124,1.3894614345651814e-7,6.036313290763747e-6,0.00007971320741557614,4.0294381602390275e-7,2.3541621833978615e-6,0.000039856603707788085
2.125,1.3788617765964888e-7,5.98989591510798e-6,0.0000790728259067646,3.998699152129817e-7,2.3360594068921123e-6,0.000039536412953382294
2.126,1.3683234311188002e-7,5.943750990891396e-6,0.000078436520749763,3.968137950244521e-7,2.3180628864476448e-6,0.000039218260374881496
2.127,1.3578976239971436e-7,5.898100960221846e-6,0.00007780722117923326,3.937903109591716e-7,2.3002593744865197e-6,0.000038903610589616625
2.128,1.347598692158565e-7,5.853007991512392e-6,0.00007718573881681987,3.9080362072598377e-7,2.2826731166898326e-6,0.00003859286940840993
2.129,1.3373589889134746e-7,5.808178181589353e-6,0.00007656819015992465,3.8783410678490765e-7,2.2651894908198476e-6,0.000038284095079962324
2.13,1.327178280322029e-7,5.7636104565292685e-6,0.00007595455605762006,3.8488170129338836e-7,2.2478080780464146e-6,0.00003797727802881002
2.131,1.3170563329763726e-7,5.719303745102435e-6,0.00007534481743405891,3.8194633656314795e-7,2.230528460589949e-6,0.00003767240871702945
2.132,1.306992913999946e-7,5.675256978768143e-6,0.00007473895528815494,3.7902794505998437e-7,2.2133502217195757e-6,0.00003736947764407747
2.133,1.29698779104683e-7,5.631469091670098e-6,0.00007413695069326662,3.761264594035807e-7,2.196272945751338e-6,0.0000370684753466333
2.134,1.2870407323010456e-7,5.587939020631652e-6,0.00007353878479688079,3.7324181236730317e-7,2.1792962180463446e-6,0.0000367693923984404
2.135,1.2771515064759072e-7,5.544665705151281e-6,0.0000729444388203004,3.7037393687801316e-7,2.1624196250090003e-6,0.00003647221941015019
2.136,1.2673198828133454e-7,5.501648087397889e-6,0.0000723538940583325,3.675227660158701e-7,2.145642754085177e-6,0.00003617694702916624
2.137,1.2575456310832663e-7,5.458885112206378e-6,0.00007176713187898017,3.646882330141472e-7,2.1289651937604875e-6,0.00003588356593949009
2.138,1.247828521582867e-7,5.416375727072887e-6,0.00007118413372313265,3.618702712590315e-7,2.1123865335584256e-6,0.000035592066861566326
2.139,1.2381683251359973e-7,5.3741188821503835e-6,0.00007060488110426104,3.590688142894392e-7,2.0959063640386496e-6,0.00003530244055213051
2.14,1.2285648130925027e-7,5.3321135302440835e-6,0.00007002935560811357,3.5628379579682566e-7,2.079524276795193e-6,0.00003501467780405679
2.141,1.2192816184816205e-7,5.29150374559147e-6,0.00006947257324795032,3.5359166935966993e-7,2.0636864607806733e-6,0.00003473628662397515
2.142,1.2101612274794012e-7,5.251605721019593e-6,0.00006892553950864251,3.509467559690263e-7,2.0481262311976415e-6,0.00003446276975432126
2.143,1.2010925603882977e-7,5.211937307771113e-6,0.00006838191782763743,3.4831684251260636e-7,2.0326555500307345e-6,0.00003419095891381871
2.144,1.1920754157902751e-7,5.172497581986495e-6,0.00006784169184673102,3.4570187057917983e-7,2.0172740569747334e-6,0.0000339208459233655
2.145,1.1831095927184999e-7,5.133285622090368e-6,0.00006730484527081765,3.4310178188836503e-7,2.001981392615243e-6,0.00003365242263540883
2.146,1.174194890656749e-7,5.094300508787523e-6,0.00006677136186762449,3.4051651829045713e-7,1.9867771984271336e-6,0.00003338568093381223
2.147,1.165331109538867e-7,5.055541325059064e-6,0.00006624122546745016,3.379460217662714e-7,1.9716611167730345e-6,0.00003312061273372509
2.148,1.1565180497481987e-7,5.017007156158491e-6,0.00006571441996290371,3.353902344269776e-7,1.9566327909018116e-6,0.00003285720998145185
2.149,1.1477555121170456e-7,4.978697089607903e-6,0.00006519092930864575,3.328490985139432e-7,1.9416918649470825e-6,0.00003259546465432287
2.15,1.139043297926091e-7,4.940610215194012e-6,0.00006467073752112942,3.3032255639856634e-7,1.9268379839256644e-6,0.000032335368760564715
2.151,1.130381208903865e-7,4.9027456249644105e-6,0.00006415382867834526,3.2781055058212086e-7,1.91207079373612e-6,0.00003207691433917263
2.152,1.1217690472261874e-7,4.8651024132237e-6,0.00006364018691956563,3.253130236955943e-7,1.8973899411572437e-6,0.00003182009345978282
2.153,1.11320661551564e-7,4.8276796765297555e-6,0.00006312979644509268,3.228299184995356e-7,1.8827950738466042e-6,0.00003156489822254634
2.154,1.1046937168410009e-7,4.7904765136898354e-6,0.00006262264151600479,3.203611778838903e-7,1.8682858403390358e-6,0.0000313113207580024
2.155,1.0966673051693478e-7,4.7553876050581e-6,0.00006214347791319111,3.180335184991109e-7,1.8546011659726586e-6,0.000031071738956595554
2.156,1.0886956782491191e-7,4.72054072283054e-6,0.00006166781904427472,3.157217466922445e-7,1.84101088190391e-6,0.000030833909522137354
2.157,1.0807679860274248e-7,4.685888774044475e-6,0.00006119504576228597,3.134227159479532e-7,1.8274966218773453e-6,0.000030597522881142984
2.158,1.0728840621818517e-7,4.651430995734493e-6,0.000060725144587832774,3.11136378032737e-7,1.8140580883364524e-6,0.000030362572293916384
2.159,1.0650437407530785e-7,4.61716662677736e-6,0.000060258102092465854,3.088626848183928e-7,1.8006949844431706e-6,0.000030129051046232927
2.16,1.0572468561444203e-7,4.583094907888845e-6,0.00005979390489846772,3.066015882818818e-7,1.7874070140766493e-6,0.000029896952449233855
2.161,1.0494932431213887e-7,4.5492150816206485e-6,0.0000593325396786442,3.043530405052027e-7,1.7741938818320528e-6,0.0000296662698393221
2.162,1.0417827368112274e-7,4.51552639235716e-6,0.000058873993156114826,3.0211699367525594e-7,1.7610552930192925e-6,0.000029436996578057417
2.163,1.0341151727024759e-7,4.48202808631244e-6,0.00005841825210410697,2.99893400083718e-7,1.7479909536618518e-6,0.000029209126052053484
2.164,1.0264903866445214e-7,4.448719411527076e-6,0.000057965303345749397,2.976822121269112e-7,1.7350005704955599e-6,0.000028982651672874695
2.165,1.0189082148471715e-7,4.415599617865154e-6,0.00005751513375386871,2.9548338230567967e-7,1.72208385096741e-6,0.000028757566876934353
2.166,1.0113684938801936e-7,4.382667957011105e-6,0.000057067730250784587,2.932968632252561e-7,1.7092405032343305e-6,0.000028533865125392293
2.167,1.0038710606728898e-7,4.34992368246671e-6,0.00005662307980810824,2.91122607595138e-7,1.6964702361620169e-6,0.00002831153990405412
2.168,9.963292323638535e-8,4.3169911667177984e-6,0.00005617629115835234,2.8893547738551746e-7,1.683626555019942e-6,0.00002808814557917617
2.169,9.885684356916484e-8,4.283114072434014e-6,0.00005571752681546888,2.86684846350578e-7,1.6704144882492655e-6,0.000027858763407734444
2.17,9.808534348678098e-8,4.2494396201273765e-6,0.00005526171668893661,2.844474961116648e-7,1.657281451849677e-6,0.0000276308583444683
2.171,9.731840448713885e-8,4.2159669658835675e-6,0.0000548088463288309,2.822233730127027e-7,1.6442271166945911e-6,0.000027404423164415452
2.172,9.655600811049316e-8,4.182695267908554e-6,0.00005435890134040808,2.8001242352043015e-7,1.6312511544843362e-6,0.000027179450670204038
2.173,9.57981359394009e-8,4.149623686525234e-6,0.0000539118673838855,2.778145942242626e-7,1.6183532377448413e-6,0.00002695593369194275
2.174,9.504476959867189e-8,4.116751384169955e-6,0.00005346773017422076,2.756298318361484e-7,1.6055330398262828e-6,0.000026733865087110375
2.175,9.429589075532184e-8,4.0840775253892134e-6,0.00005302647548089419,2.7345808319043333e-7,1.5927902349017932e-6,0.0000265132377404471
2.176,9.355148111852449e-8,4.0516012768362446e-6,0.00005258808912769161,2.71299295243721e-7,1.5801244979661359e-6,0.0000262940445638458
2.177,9.281152243956581e-8,4.019321807267759e-6,0.00005215255699248921,2.691534150747409e-7,1.5675355048344262e-6,0.00002607627849624461
2.178,9.207599651179423e-8,3.987238287540488e-6,0.00005171986500703773,2.670203898842033e-7,1.5550229321407901e-6,0.00002585993250351886
2.179,9.134488517057606e-8,3.95534989060796e-6,0.000051289999156750077,2.649001669946706e-7,1.5425864573371045e-6,0.000025644999578375035
2.1799999999999997,9.0618170293248e-8,3.923655791517172e-6,0.00005086294548048902,2.6279269385041924e-7,1.5302257586916973e-6,0.000025431472740244507
2.181,8.989583379907066e-8,3.892155167405275e-6,0.000050438690070356205,2.6069791801730495e-7,1.5179405152880575e-6,0.000025219345035178102
2.182,8.922222973285754e-8,3.8627682330473e-6,0.00005004210605899633,2.5874446622528684e-7,1.5064796108884468e-6,0.00002502105302949816
2.183,8.859348823388234e-8,3.835327086190486e-6,0.000049670992297152233,2.5692111587825873e-7,1.4957775636142894e-6,0.000024835496148576124
2.1839999999999997,8.796810563300193e-8,3.808034741137454e-6,0.00004930205896817696,2.5510750633570554e-7,1.485133549043607e-6,0.00002465102948408848
2.185,8.734606960784657e-8,3.7808906333425697e-6,0.00004893529621216667,2.5330360186275505e-7,1.474547347003602e-6,0.00002446764810608334
2.186,8.672736786210336e-8,3.7538941995826816e-6,0.0000485706942053084,2.5150936680009974e-7,1.4640187378372459e-6,0.000024285347102654204
2.187,8.611198812548323e-8,3.7270448779548396e-6,0.00004820824315973467,2.497247655639014e-7,1.4535475024023877e-6,0.00002410412157986733
2.1879999999999997,8.549991815369028e-8,3.700342107874115e-6,0.00004784793332337902,2.479497626457018e-7,1.443133422070905e-6,0.00002392396666168951
2.189,8.489114572839043e-8,3.673785330071397e-6,0.00004748975497983265,2.4618432261233225e-7,1.432776278727845e-6,0.000023744877489916326
2.19,8.428565865718129e-8,3.647373986591252e-6,0.000047133698448202124,2.4442841010582573e-7,1.4224758547705884e-6,0.000023566849224101062
2.191,8.36834447735594e-8,3.621107520789671e-6,0.000046779754082966345,2.4268198984332227e-7,1.4122319331079718e-6,0.000023389877041483176
2.1919999999999997,8.308449193689083e-8,3.594985377331952e-6,0.000046427912273836464,2.4094502661698336e-7,1.4020442971594615e-6,0.000023213956136918236
2.193,8.248878803238e-8,3.5690070021905153e-6,0.00004607816344561476,2.3921748529390193e-7,1.391912730854301e-6,0.000023039081722807382
2.194,8.189632097103991e-8,3.5431718426428022e-6,0.00004573049805805604,2.3749933081601575e-7,1.3818370186306928e-6,0.000022865249029028022
2.195,8.130707868966102e-8,3.517479347269071e-6,0.000045384906605727785,2.3579052820001694e-7,1.3718169454349378e-6,0.00002269245330286389
2.1959999999999997,8.071838088362482e-8,3.4918135388161115e-6,0.00004503989075672484,2.3408330456251194e-7,1.3618072801382836e-6,0.00002251994537836242
2.197,8.013220386127609e-8,3.466259896346012e-6,0.00004469655175442314,2.3238339119770073e-7,1.3518413595749445e-6,0.000022348275877211568
2.198,7.954925226005147e-8,3.4408488743587593e-6,0.00004435528018377259,2.3069283155414924e-7,1.341931060999916e-6,0.000022177640091886295
2.199,7.896951391531703e-8,3.4155799174926024e-6,0.00004401606653722961,2.2901159035441937e-7,1.3320761678221153e-6,0.000022008033268614805
2.1999999999999997,7.83929766886173e-8,3.3904524717045735e-6,0.00004367890134195274,2.273396323969901e-7,1.3222764639647833e-6,0.000021839450670976373
2.201,7.781962846764508e-8,3.365465984268342e-6,0.000043343775159666275,2.2567692255617075e-7,1.3125317338646533e-6,0.000021671887579833137
2.202,7.724945716621257e-8,3.3406199037721554e-6,0.00004301067858652525,2.2402342578201645e-7,1.3028417624711406e-6,0.000021505339293262622
2.203,7.668245072422013e-8,3.3159136801166576e-6,0.000042679602252979904,2.223791071002384e-7,1.2932063352454966e-6,0.00002133980112648996
2.2039999999999997,7.611859710762814e-8,3.2913467645128623e-6,0.00004235053682364254,2.207439316121216e-7,1.2836252381600163e-6,0.00002117526841182127
2.205,7.555788430842665e-8,3.2669186094800086e-6,0.00004202347299715385,2.1911786449443732e-7,1.2740982576972033e-6,0.000021011736498576928
2.206,7.50003003446079e-8,3.2426286688435642e-6,0.00004169840150605107,2.175008709993629e-7,1.2646251808489904e-6,0.000020849200753025535
2.207,7.444583326013472e-8,3.2184763977330736e-6,0.000041375313116635494,2.1589291645439067e-7,1.255205795115899e-6,0.00002068765655831775
2.2079999999999997,7.389447112491375e-8,3.194461252580146e-6,0.00004105419862884226,2.1429396626224985e-7,1.245839888506257e-6,0.00002052709931442113
2.209,7.334700813634737e-8,3.1706175369796083e-6,0.00004073549656919276,2.1270632359540742e-7,1.2365408394220472e-6,0.000020367748284596385
2.21,7.281515266061757e-8,3.1474513143343656e-6,0.000040425704201460965,2.1116394271579096e-7,1.2275060125904024e-6,0.000020212852100730482
2.211,7.228621881862764e-8,3.1244141474220065e-6,0.00004011777110848829,2.0963003457402012e-7,1.2185215174945822e-6,0.000020058885554244148
2.2119999999999997,7.176019561633146e-8,3.10150553502754e-6,0.00003981168878775439,2.0810456728736126e-7,1.209587158660741e-6,0.000019905844393877194
2.213,7.123707208322063e-8,3.0787249771192425e-6,0.00003950744876743166,2.065875090413398e-7,1.2007027410765047e-6,0.000019753724383715838
2.214,7.071683727229856e-8,3.0560719748468403e-6,0.00003920504260626702,2.0507882808966576e-7,1.1918680701902675e-6,0.000019602521303133507
2.215,7.01994802600535e-8,3.033546030539585e-6,0.000038904461893463295,2.0357849275415516e-7,1.1830829519104383e-6,0.000019452230946731648
2.2159999999999997,6.968499014643316e-8,3.0111466477044525e-6,0.000038605698248562574,2.0208647142465612e-7,1.1743471926047364e-6,0.000019302849124281287
2.217,6.917335605481878e-8,2.9888733310242597e-6,0.00003830874332132931,2.006027325589744e-7,1.1656605990994612e-6,0.000019154371660664653
2.218,6.866456713199983e-8,2.966725586355883e-6,0.00003801358879163495,1.9912724468279955e-7,1.1570229786787942e-6,0.000019006794395817472
2.219,6.815861254814752e-8,2.9447029207283627e-6,0.000037720226369341754,1.9765997638962777e-7,1.1484341390840614e-6,0.000018860113184670877
2.2199999999999998,6.765548149679004e-8,2.922804842341127e-6,0.00003742864779418886,1.9620089634069115e-7,1.1398938885130395e-6,0.000018714323897094425
2.221,6.71551631947868e-8,2.901030860562162e-6,0.00003713884483567777,1.947499732648817e-7,1.1314020356192433e-6,0.000018569422417838885
2.222,6.665764688230398e-8,2.8793804859262243e-6,0.00003685080929295967,1.9330717595868155e-7,1.1229583895112276e-6,0.000018425404646479837
2.223,6.61692720947109e-8,2.858127524928744e-6,0.00003656804243355608,1.918908890746616e-7,1.1146697347222104e-6,0.000018284021216778043
2.2239999999999998,6.569636876334328e-8,2.8375453092682984e-6,0.00003629403534090909,1.9051946941369554e-7,1.1066426706146362e-6,0.000018147017670454544
2.225,6.522602563854284e-8,2.8170760949343506e-6,0.00003602164813859467,1.8915547435177421e-7,1.0986596770243966e-6,0.000018010824069297334
2.226,6.475823322719764e-8,2.7967194494514215e-6,0.00003575087353269061,1.877988763588731e-7,1.0907205852860543e-6,0.000017875436766345307
2.227,6.429298205621299e-8,2.7764749413502105e-6,0.000035481704255191715,1.8644964796301764e-7,1.0828252271265818e-6,0.000017740852127595854
2.2279999999999998,6.383026267249055e-8,2.7563421401660677e-6,0.000035214133063911776,1.851077617502226e-7,1.0749734346647666e-6,0.000017607066531955888
2.229,6.337006564290612e-8,2.7363206164374106e-6,0.00003494815274238509,1.837731903644277e-7,1.0671650404105903e-6,0.00001747407637119255
2.23,6.291238155428828e-8,2.7164099417041973e-6,0.0000346837560997693,1.8244590650743605e-7,1.0593998772646373e-6,0.00001734187804988465
2.231,6.24572010133961e-8,2.6966096885063272e-6,0.000034420935970747595,1.8112588293884872e-7,1.0516777785174676e-6,0.000017210467985373797
2.2319999999999998,6.200451464689811e-8,2.6769194303821386e-6,0.000034159685215432716,1.7981309247600452e-7,1.043998577849034e-6,0.000017079842607716358
2.233,6.15543131013505e-8,2.657338741866842e-6,0.00003389999671927065,1.785075079939165e-7,1.0363621093280684e-6,0.000016949998359635326
2.234,6.110658704317685e-8,2.637867198491043e-6,0.00003364186339294552,1.7720910242521282e-7,1.028768207411507e-6,0.00001682093169647276
2.235,6.066132715864506e-8,2.6185043767791375e-6,0.000033385278172283974,1.7591784876007062e-7,1.0212167069438635e-6,0.000016692639086141984
2.2359999999999998,6.021852415384794e-8,2.5992498542478595e-6,0.00003313023401816122,1.7463372004615905e-7,1.0137074431566652e-6,0.00001656511700908061
2.237,5.97845593549346e-8,2.580379035991053e-6,0.00003288023861089434,1.733752221293103e-7,1.0063478240365108e-6,0.00001644011930544717
2.238,5.935716486377346e-8,2.5617939761454147e-6,0.00003263403958048196,1.72135778104943e-7,9.990996506967118e-7,0.000016317019790240976
2.239,5.893208438591054e-8,2.5433109375837917e-6,0.00003238929344682883,1.7090304471914056e-7,9.918912656576791e-7,0.00001619464672341442
2.2399999999999998,5.8509309346161905e-8,2.524929530271071e-6,0.0000321459936971031,1.6967699710386954e-7,9.847225168057174e-7,0.00001607299684855155
2.241,5.808883118735485e-8,2.5066493650751624e-6,0.000031904133841360925,1.6845761044332905e-7,9.77593252379313e-7,0.000015952066920680466
2.242,5.767064137030915e-8,2.488470053765649e-6,0.00003166370741246147,1.6724485997389652e-7,9.70503320968603e-7,0.000015831853706230733
2.243,5.725473137381718e-8,2.470391209012369e-6,0.00003142470796598099,1.6603872098406984e-7,9.63452571514824e-7,0.000015712353982990494
2.2439999999999998,5.6841092694625226e-8,2.452412444384072e-6,0.00003118712908012846,1.6483916881441314e-7,9.564408533097882e-7,0.00001559356454006423
2.245,5.6429716847414534e-8,2.4345333743470483e-6,0.000030950964355661244,1.6364617885750213e-7,9.494680159953489e-7,0.000015475482177830622
2.246,5.6020595364783324e-8,2.4167536142638046e-6,0.00003071620741580167,1.6245972655787165e-7,9.425339095628839e-7,0.000015358103707900833
2.247,5.561371979722662e-8,2.3990727803916604e-6,0.00003048285190615301,1.612797874119572e-7,9.356383843527477e-7,0.000015241425953076505
2.2479999999999998,5.520908171311856e-8,2.3814904898814366e-6,0.000030250891494617013,1.601063369680438e-7,9.287812910537603e-7,0.00001512544574730851
2.249,5.480667269869354e-8,2.364006360776108e-6,0.000030020319871311436,1.589393508262113e-7,9.219624807026821e-7,0.00001501015993565572
2.25,5.440648435802826e-8,2.346620012009488e-6,0.000029791130748488076,1.5777880463828195e-7,9.151818046837003e-7,0.00001489556537424404
2.251,5.4006790290994365e-8,2.3292569668929835e-6,0.000029562377445081293,1.5661969184388368e-7,9.084102170882637e-7,0.000014781188722540645
2.252,5.3609070568630935e-8,2.3119810490292915e-6,0.00002933486912911677,1.5546630464902972e-7,9.016726091214239e-7,0.000014667434564558387
2.253,5.321356808497441e-8,2.294802715999671e-6,0.000029108737133451805,1.5431934744642579e-7,8.949730592398719e-7,0.000014554368566725904
2.254,5.282027439324057e-8,2.2777215848607246e-6,0.00002888397517752396,1.5317879574039766e-7,8.883114180956826e-7,0.000014441987588761978
