"ma GeV","Br_Kplus","Br_K0star","Br_K1","Br_K2star","Br_Kstar892","Br_Kstar1410","Br_Kstar1680","Br_Piplus","Br_Total","P_B->a,FNAL (DUNE)","P_B->a,SPS (SHiP)","P_B->a,LHC"
1.532,153439.553958239,295504.4624259057,303786.9947700269,87899.91976461449,162703.6586739604,76792.48912574038,45897.218970861766,33018.61914916871,1.1590429168385174e6,0.00036216432386326796,0.5044154774081229,12150.478705801548
1.533,153446.94622080136,295527.7828983562,303760.7677684829,87874.97974918128,162702.2779225794,76772.12549478082,45881.324259595,33014.64346706681,1.1589808477808437e6,0.00036214492924208644,0.5043884649542232,12149.828023456143
1.534,153454.33848336374,295551.1033708068,303734.54076693894,87850.03973374807,162700.89717119848,76751.76186382124,45865.42954832823,33010.66518912317,1.1589187761273286e6,0.00036212553380978645,0.5043614513706135,12149.177313898013
1.535,153461.7307459261,295574.42384325736,303708.31376539497,87825.09971831484,162699.51641981752,76731.39823286167,45849.53483706148,33006.68431533408,1.158856701877968e6,0.00036210613756636656,0.5043344366572917,12148.526577127115
1.536,153469.14799868132,295597.8607829399,303681.93141297257,87800.05253696904,162698.11797646008,76710.96602922055,45833.58831627403,33002.70084569587,1.1587943658992134e6,0.0003620866595407732,0.5043073080393377,12147.873096594636
1.537,153476.56525143655,295621.29772262234,303655.5490605502,87775.00535562325,162696.71953310262,76690.53382557943,45817.64179548659,32998.714780204806,1.1587320273246057e6,0.0003620671807040577,0.5042801782916685,12147.219588849308
1.5379999999999998,153483.98250419178,295644.73466230487,303629.1667081279,87749.95817427746,162695.3210897451,76670.10162193832,45801.69527469915,32994.72611885718,1.1586696861541418e6,0.00036204770105621904,0.5042530474142826,12146.566053891102
1.539,153491.39975694704,295668.17160198744,303602.78435570555,87724.91099293166,162693.92264638765,76649.6694182972,45785.748753911714,32990.73486164927,1.1586073423878176e6,0.000362028220597256,0.5042259154071782,12145.912491719972
1.5399999999999998,153498.81700970224,295691.6085416699,303576.40200328315,87699.86381158585,162692.5242030302,76629.23721465608,45769.80223312428,32986.741008577344,1.1585449960256293e6,0.00036200873932716734,0.504198782270354,12145.25890233588
1.541,153506.25925417148,295715.1625179866,303549.8634928722,87674.709257491,162691.10789853794,76608.73641962334,45753.80391159136,32982.74455963769,1.1584823873119117e6,0.00036198917608050744,0.504171534958144,12144.602562668235
1.5419999999999998,153513.70149864073,295738.7164943034,303523.3249824613,87649.55470339615,162689.69159404564,76588.23562459061,45737.805590058466,32978.74551482658,1.1584197760023228e6,0.00036196961202271974,0.5041442865162109,12143.946195787552
1.543,153521.14374310995,295762.2704706201,303496.78647205024,87624.40014930132,162688.27528955336,76567.73482955787,45721.807268525554,32974.743874140266,1.1583571620968587e6,0.000361950047153803,0.5041170369445529,12143.28980169379
1.5439999999999998,153528.5859875792,295785.8244469368,303470.24796163925,87599.24559520648,162686.8589850611,76547.23403452513,45705.808946992656,32970.73963757499,1.1582945455955155e6,0.000361930481473756,0.5040897862431684,12142.63338038691
1.545,153536.0282320484,295809.3784232535,303443.7094512283,87574.09104111162,162685.4426805688,76526.73323949239,45689.810625459744,32966.73280512704,1.15823192649829e6,0.0003619109149825776,0.5040625344120558,12141.976931866875
1.5459999999999998,153543.4954696151,295833.05000864103,303417.013970807,87548.8289078154,162684.00834445315,76506.16383435341,45673.76051216295,32962.72337679263,1.1581690444246407e6,0.0003618912663195683,0.5040351681336037,12141.317726512396
1.547,153550.96270718178,295856.7215940286,303390.3184903858,87523.56677451916,162682.57400833754,76485.59442921443,45657.710398866155,32958.71135256804,1.1581061597551017e6,0.00036187161684542537,0.5040078007254203,12140.658493944684
1.5479999999999998,153558.42994474847,295880.39317941613,303363.62300996453,87498.30464122295,162681.13967222188,76465.02502407547,45641.66028556937,32954.69673244948,1.1580432724896683e6,0.0003618519665601474,0.5039804321875037,12139.999234163693
1.549,153565.89718231512,295904.0647648037,303336.92752954323,87473.04250792673,162679.70533610624,76444.4556189365,45625.61017227258,32950.679516433214,1.1579803826283375e6,0.00036183231546373345,0.5039530625198525,12139.33994716939
1.5499999999999998,153573.36441988184,295927.73635019123,303310.2320491219,87447.78037463049,162678.27099999058,76423.88621379751,45609.560058975796,32946.65970451543,1.157917490171105e6,0.0003618126635561821,0.5039256917224649,12138.680632961728
1.551,153580.85665178954,295951.5261200422,303283.37878172914,87422.4104560833,162676.8184604225,76403.24817983438,45593.45816310603,32942.637296692395,1.1578543341096998e6,0.0003617929292806481,0.5038982062045414,12138.018555338807
1.5519999999999998,153588.34888369724,295975.31588989316,303256.5255143364,87397.0405375361,162675.3659208544,76382.61014587125,45577.35626723628,32938.61229296031,1.157791175452385e6,0.00036177319419397424,0.503870719556878,12137.356450502446
1.553,153595.8411156049,295999.1056597442,303229.67224694364,87371.67061898894,162673.91338128631,76361.97211190811,45561.25437136653,32934.58469331539,1.1577280141991582e6,0.0003617534582961598,0.5038432317794737,12136.694318452617
1.5539999999999998,153603.3333475126,296022.8954295951,303202.81897955085,87346.30070044174,162672.4608417182,76341.33407794498,45545.152475496776,32930.55449775386,1.1576648503500142e6,0.0003617337215872032,0.5038157428723262,12136.03215918927
1.555,153610.8255794203,296046.6851994461,303175.9657121581,87320.93078189455,162671.00830215012,76320.69604398185,45529.05057962702,32926.52170627192,1.1576016839049498e6,0.00036171398406710346,0.5037882528354342,12135.369972712371
1.5559999999999998,153618.34280677073,296070.5937320268,303148.9538358638,87295.45287246842,162669.53738594847,76299.98936247443,45512.89691058748,32922.48631886577,1.157538253225006e6,0.000361694163981945,0.5037606478035226,12134.705016208383
1.557,153625.86003412108,296094.5022646075,303121.9419595695,87269.9749630423,162668.06646974685,76279.28268096701,45496.74324154793,32918.4483355316,1.1574748199491338e6,0.0003616743430856409,0.503733041641863,12134.04003249076
1.5579999999999998,153633.37726147147,296118.4107971883,303094.9300832753,87244.49705361617,162666.5955535452,76258.57599945959,45480.58957250839,32914.407756265624,1.15741138407733e6,0.00036165452137819007,0.503705434350454,12133.375021559466
1.559,153640.89448882182,296142.319329769,303067.91820698103,87219.01914419004,162665.12463734357,76237.86931795215,45464.435903468846,32910.36458106401,1.1573479456095905e6,0.00036163469885959135,0.5036778259292938,12132.709983414461
1.5599999999999998,153648.4117161722,296166.22786234977,303040.90633068676,87193.54123476392,162663.65372114195,76217.16263644474,45448.2822344293,32906.31880992295,1.1572845045459114e6,0.0003616148755298434,0.5036502163783807,12132.0449180557
1.561,153655.95393992262,296190.25573871343,303013.7350185632,87167.95512927145,162662.1642537631,76196.38728867195,45432.076801838455,32902.27044283863,1.1572207986135827e6,0.00036159496943700357,0.5036224915566312,12131.377076025912
1.5619999999999998,153663.496163673,296214.28361507715,302986.56370643975,87142.36902377897,162660.67478638422,76175.61194089915,45415.8713692476,32898.21947980722,1.157157090085307e6,0.00036157506253301224,0.5035947656051256,12130.70920678229
1.563,153671.03838742338,296238.3114914409,302959.39239431615,87116.78291828651,162659.1853190054,76154.83659312635,45399.66593665674,32894.165920824875,1.1570933789610805e6,0.00036155515481786827,0.5035670385238622,12130.041310324801
1.5639999999999998,153678.5806111738,296262.33936780464,302932.2210821927,87091.19681279403,162657.69585162651,76134.06124535356,45383.46050406589,32890.10976588778,1.1570296652408987e6,0.00036153524629157027,0.5035393103128392,12129.373386653391
1.565,153686.12283492417,296286.36724416836,302905.04977006913,87065.61070730154,162656.20638424766,76113.28589758076,45367.25507147504,32886.051014992074,1.156965948924759e6,0.0003615153369541173,0.5035115809720552,12128.705435768035
1.5659999999999998,153693.69005588559,296310.5150480646,302877.71819016157,87039.91620101505,162654.6981897737,76092.44186482171,45350.99788516964,32881.98966813393,1.1569019671030256e6,0.00036149534465454756,0.5034837360832368,12128.03470153444
1.567,153701.25727684694,296334.66285196075,302850.386610254,87014.22169472852,162653.1899952997,76071.59783206266,45334.74069886424,32877.9257253095,1.1568379826853261e6,0.00036147535154382036,0.503455890064654,12127.363940086812
1.5679999999999998,153708.82449780832,296358.81065585697,302823.0550303464,86988.52718844202,162651.68180082567,76050.75379930361,45318.48351255884,32873.859186514914,1.1567739956716567e6,0.0003614553576219345,0.503428042916305,12126.693151425114
1.569,153716.3917187697,296382.95845975314,302795.72345043876,86962.8326821555,162650.17360635172,76029.90976654456,45302.22632625344,32869.79005174631,1.1567100060620133e6,0.00036143536288888876,0.5034001946381882,12126.0223355493
1.5699999999999998,153723.95893973112,296407.1062636493,302768.3918705312,86937.13817586898,162648.6654118777,76009.06573378551,45285.96913994804,32865.71832099984,1.1566460138563917e6,0.0003614153673446817,0.5033723452303017,12125.351492459327
1.571,153731.5511585657,296431.3745814281,302740.8991858281,86911.33506454002,162647.13831300556,75988.15299732082,45269.660209986294,32861.64399427164,1.1565817555049462e6,0.0003613952886383062,0.5033443799957527,12124.677859309453
1.5719999999999998,153739.14337740032,296455.6428992069,302713.406501125,86885.53195321107,162645.61121413345,75967.24026085614,45253.35128002454,32857.56707155782,1.1565174945575153e6,0.0003613752091207672,0.5033164136314306,12124.004198945346
1.573,153746.7355962349,296479.9112169856,302685.913816422,86859.72884188213,162644.08411526136,75946.32752439145,45237.042350062795,32853.4875528545,1.1564532310140948e6,0.0003613551287920634,0.503288446137334,12123.33051136696
1.5739999999999998,153754.32781506956,296504.1795347644,302658.4211317189,86833.92573055316,162642.55701638924,75925.41478792677,45220.73342010104,32849.40543815781,1.1563889648746809e6,0.0003613350476521936,0.5032604775134611,12122.656796574256
1.575,153761.92003390414,296528.4478525432,302630.9284470159,86808.12261922422,162641.0299175171,75904.50205146208,45204.424490139296,32845.32072746387,1.1563246961392695e6,0.0003613149657011565,0.5032325077598101,12121.983054567192
1.5759999999999998,153769.5372511233,296552.8372730555,302603.2738154196,86782.21069910335,162639.48373554734,75883.52059257517,45188.06382680387,32841.23342076875,1.156260160614397e6,0.0003612948003868346,0.5032044218993855,12121.306515752847
1.577,153777.15446834252,296577.2266935678,302575.6191838234,86756.29877898245,162637.93755357756,75862.53913368825,45171.703163468446,32837.14351806859,1.156195622493519e6,0.00036127463426134296,0.5031763349091795,12120.62994972406
1.5779999999999998,153784.7716855617,296601.6161140801,302547.9645522272,86730.38685886157,162636.39137160778,75841.55767480133,45155.342500133025,32833.051019359475,1.156131081776632e6,0.00036125446732468045,0.5031482467891902,12119.95335648079
1.579,153792.3889027809,296626.00553459243,302520.309920631,86704.47493874069,162634.845189638,75820.5762159144,45138.9818367976,32828.9559246375,1.1560665384637322e6,0.0003612342995768459,0.5031201575394163,12119.276736023
1.5799999999999998,153800.00612000006,296650.39495510474,302492.65528903477,86678.56301861981,162633.29900766822,75799.59475702747,45122.621173462176,32824.85823389875,1.1560019925548157e6,0.000361214131017838,0.5030920671598559,12118.600088350646
1.581,153807.6483359619,296674.90606959787,302464.83786333125,86652.54208647634,162631.733562493,75778.54455700565,45106.20878726344,32820.7579471393,1.1559371792092684e6,0.00036119387889332525,0.5030638603918737,12117.920637086605
1.5819999999999999,153815.2905519237,296699.417184091,302437.02043762774,86626.52115433288,162630.16811731772,75757.49435698382,45089.79640106469,32816.65506435523,1.155872363267697e6,0.0003611736259576369,0.5030356524941018,12117.241158607922
1.583,153822.93276788553,296723.92829858407,302409.2030119242,86600.50022218941,162628.60267214247,75736.444156962,45073.38401486596,32812.549585542634,1.1558075447300964e6,0.0003611533722107714,0.5030074434665379,12116.561652914548
1.5839999999999999,153830.5749838474,296748.43941307726,302381.3855862207,86574.47929004596,162627.0372269672,75715.39395694017,45056.97162866722,32808.44151069756,1.1557427235964634e6,0.0003611331176527277,0.5029792333091809,12115.882120006447
1.585,153838.21719980918,296772.9505275704,302353.5681605172,86548.45835790248,162625.47178179194,75694.34375691834,45040.55924246849,32804.33083981607,1.155677899866794e6,0.00036111286228350455,0.5029510220220288,12115.202559883577
1.5859999999999999,153845.88441471616,296797.58392957825,302325.58708834584,86522.32821104476,162623.88689188386,75673.2247970543,45024.09514414763,32800.21757289424,1.1556128080496648e6,0.00036109252314541303,0.5029226940632142,12114.520189346249
1.587,153853.5516296231,296822.2173315861,302297.6060161745,86496.19806418703,162622.30200197577,75652.10583719023,45007.631045826776,32796.10170992811,1.1555477136364914e6,0.00036107218319613956,0.5028943649746012,12113.83779159407
1.5879999999999999,153861.21884453006,296846.850733594,302269.6249440031,86470.06791732929,162620.71711206768,75630.98687732618,44991.166947505924,32791.98325091374,1.15548261662727e6,0.00036105184243568304,0.5028660347561879,12113.155366626997
1.589,153868.886059437,296871.48413560184,302241.64387183177,86443.93777047156,162619.1322221596,75609.86791746212,44974.70284918507,32787.86219584716,1.155417517021996e6,0.00036103150086404213,0.5028377034079727,12112.47291444499
1.5899999999999999,153876.55327434398,296896.1175376097,302213.6627996604,86417.80762361383,162617.54733225153,75588.74895759807,44958.23875086421,32783.73854472442,1.155352414820666e6,0.0003610111584812156,0.5028093709299538,12111.790435048008
1.591,153884.24548824067,296920.8738228384,302185.5172234835,86391.56805990968,162615.9428146518,75567.5612191911,44941.72295139655,32779.61229754156,1.155287043877253e6,0.0003609907321249716,0.5027809214953806,12111.105138374021
1.5919999999999999,153891.93770213742,296945.6301080672,302157.3716473066,86365.32849620553,162614.3382970521,75546.37348078412,44925.20715192889,32775.48345429458,1.155221670337776e6,0.0003609703049575395,0.5027524709310002,12110.419814484974
1.593,153899.62991603412,296970.3863932959,302129.2260711296,86339.0889325014,162612.73377945242,75525.18574237713,44908.69135246122,32771.35201497955,1.1551562942022313e6,0.0003609498769789182,0.5027240192368111,12109.734463380833
1.5939999999999999,153907.32212993086,296995.1426785246,302101.0804949527,86312.84936879725,162611.12926185274,75503.99800397015,44892.175552993554,32767.21797959245,1.1550909154706143e6,0.0003609294481891063,0.5026955664128114,12109.049085061546
1.595,153915.01434382756,297019.8989637533,302072.93491877575,86286.6098050931,162609.524744253,75482.81026556317,44875.65975352589,32763.081348129315,1.1550255341429212e6,0.0003609090185881025,0.5026671124589993,12108.363679527074
1.5959999999999999,153922.73155659842,297044.77872996166,302044.623975848,86260.26062299022,162607.9004145597,75461.55372992049,44859.09226412409,32758.94212058615,1.1549598834145886e6,0.00036088850480790307,0.502638541262029,12107.675449811817
1.597,153930.44876936925,297069.65849617,302016.31303292024,86233.91144088733,162606.2760848664,75440.2971942778,44842.52477472229,32754.80029695895,1.1548942300901725e6,0.00036086799021650955,0.5026099689352431,12106.987192881297
1.5979999999999999,153938.1659821401,297094.53826237837,301988.0020899926,86207.56225878446,162604.65175517308,75419.04065863512,44825.95728532048,32750.655877243746,1.154828574169668e6,0.00036084747481392025,0.5025813954786396,12106.298908735464
1.599,153945.88319491094,297119.4180285867,301959.69114706485,86181.2130766816,162603.02742547978,75397.78412299242,44809.38979591868,32746.50886143649,1.1547629156530716e6,0.0003608269586001343,0.5025528208922168,12105.610597374281
1.5999999999999999,153953.6004076818,297144.297794795,301931.3802041371,86154.86389457871,162601.40309578646,75376.52758734973,44792.822306516886,32742.359249533194,1.154697254540379e6,0.00036080644157515017,0.5025242451759729,12104.922258797702
1.601,153961.34261904843,297169.3016416693,301902.90302647476,86128.40489312587,162599.75876814243,75355.20223578792,44776.20313863428,32738.20704152985,1.154631323364413e6,0.00036078584016391833,0.5024955519281926,12104.231089093817
1.6019999999999999,153969.08483041506,297194.30548854347,301874.42584881245,86101.94589167305,162598.11444049847,75333.8768842261,44759.58397075167,32734.05223742243,1.1545653895923425e6,0.00036076523794148567,0.5024668575505875,12103.539892174447
1.603,153976.82704178174,297219.30933541775,301845.9486711501,86075.48689022021,162596.47011285444,75312.55153266426,44742.96480286907,32729.89483720691,1.1544994532241644e6,0.00036074463490785136,0.5024381620431564,12102.848668039562
1.6039999999999999,153984.56925314837,297244.313182292,301817.4714934877,86049.02788876739,162594.82578521044,75291.22618110245,44726.345634986465,32725.734840879253,1.154433514259874e6,0.00036072403106301385,0.5024094654058971,12102.157416689111
1.605,153992.311464515,297269.3170291662,301788.9943158254,86022.56888731456,162593.18145756648,75269.90082954061,44709.72646710386,32721.57224843544,1.1543675726994674e6,0.0003607034264069721,0.5023807676388082,12101.466138123058
1.6059999999999999,154000.07867403398,297294.44555818965,301760.3500301748,85995.99986618251,162591.5169446478,75248.50664338686,44693.05563243785,32717.407059871406,1.1543013604089248e6,0.00036068273715630895,0.5023519520499641,12100.772021438841
1.607,154007.845883553,297319.574087213,301731.70574452425,85969.43084505046,162589.85243172914,75227.11245723312,44676.38479777183,32713.239275183136,1.154235145522258e6,0.000360662047094439,0.5023231353312867,12100.077877538937
1.6079999999999999,154015.61309307205,297344.70261623646,301703.0614588738,85942.86182391841,162588.18791881044,75205.71827107937,44659.71396310582,32709.068894366563,1.1541689280394628e6,0.0003606413562213608,0.5022943174827742,12099.383706423298
1.609,154023.38030259105,297369.83114525984,301674.41717322316,85916.29280278635,162586.52340589176,75184.32408492563,44643.043128439815,32704.895917417634,1.1541027079605355e6,0.00036062066453707335,0.5022654985044251,12098.689508091888
1.6099999999999999,154031.14751211007,297394.9596742833,301645.7728875727,85889.7237816543,162584.8588929731,75162.92989877188,44626.372293773806,32700.720344332287,1.1540364852854714e6,0.000360599972041575,0.5022366783962372,12097.995282544656
1.611,154038.9397191706,297420.2134886003,301616.96061537927,85863.04454115724,162583.17400597618,75141.46685936555,44609.64980426921,32696.542175106453,1.1539699912090248e6,0.0003605791947417121,0.5022077401741676,12097.29821184245
1.6119999999999999,154046.73192623106,297445.4673029173,301588.1483431859,85836.36530066017,162581.48911897925,75120.00381995924,44592.927314764616,32692.361409736077,1.1539034945364336e6,0.0003605584166306359,0.502178800822256,12096.601113924342
1.613,154054.52413329156,297470.72111723426,301559.33607099246,85809.68606016309,162579.8042319823,75098.54078055292,44576.204825260014,32688.178048217076,1.1538369952676937e6,0.00036053763770834514,0.5021498603405004,12095.903988790287
1.6139999999999999,154062.31634035206,297495.9749315513,301530.5237987991,85783.00681966603,162578.11934498537,75077.0777411466,44559.48233575543,32683.992090545365,1.1537704934028012e6,0.0003605168579748387,0.5021209187288991,12095.206836440248
1.615,154070.1085474126,297521.2287458683,301501.7115266057,85756.32757916895,162576.43445798845,75055.61470174028,44542.75984625083,32679.80353671686,1.153703988941752e6,0.00036049607743011524,0.5020919759874505,12094.509656874176
1.6159999999999999,154077.9257512336,297546.6084501424,301472.7303839822,85729.5379202861,162574.72900661826,75034.08279043417,44525.985714103364,32675.612386727484,1.1536372124035275e6,0.0003604752118698632,0.5020629148380152,12093.809625068661
1.617,154085.74295505462,297571.9881544164,301443.7492413586,85702.74826140322,162573.02355524807,75012.55087912806,44509.211581955904,32671.41864057312,1.1535704332691377e6,0.00036045434549839147,0.5020338525587288,12093.109566047027
1.6179999999999999,154093.56015887565,297597.3678586904,301414.768098735,85675.95860252038,162571.31810387794,74991.01896782196,44492.437449808436,32667.222298249686,1.1535036515385793e6,0.00036043347831569896,0.5020047891495897,12092.409479809236
1.619,154101.3773626967,297622.7475629644,301385.78695611143,85649.16894363752,162569.61265250776,74969.48705651585,44475.663317660976,32663.023359753075,1.1534368672118476e6,0.00036041261032178427,0.5019757246105961,12091.709366355242
1.6199999999999999,154109.1945665177,297648.1272672384,301356.8058134879,85622.37928475466,162567.9072011376,74947.95514520974,44458.889185513515,32658.821825079165,1.1533700802889385e6,0.0003603917415166461,0.5019466589417461,12091.009225685002
1.621,154117.03676614584,297673.63346750394,301327.6549111822,85595.47900915214,162566.18099359536,74926.35434337163,44442.063423173226,32654.617694223838,1.1533030206083478e6,0.00036037078748334263,0.501917474568753,12090.306225641434
1.6219999999999999,154124.878965774,297699.1396677695,301298.50400887645,85568.57873354964,162564.45478605316,74904.75354153352,44425.23766083295,32650.41096718299,1.1532359583315724e6,0.00036034983263881335,0.5018882890659003,12089.603198381541
1.623,154132.72116540218,297724.64586803503,301269.3531065707,85541.67845794716,162562.72857851096,74883.15273969539,44408.41189849267,32646.201643952492,1.1531688934586064e6,0.00036032887698305647,0.5018591024331855,12088.900143905264
1.6239999999999999,154140.56336503034,297750.1520683006,301240.202204265,85514.77818234466,162561.00237096875,74861.55193785728,44391.58613615238,32641.989724528205,1.1531018259894473e6,0.0003603079205160712,0.5018299146706076,12088.197062212575
1.625,154148.4055646585,297775.6582685661,301211.05130195926,85487.87790674216,162559.27616342655,74839.95113601917,44374.760373812096,32637.775208905994,1.1530347559240898e6,0.00036028696323785593,0.5018007257781639,12087.49395330342
1.626,154156.27275896535,297801.2915720748,301181.72974532284,85460.86681679526,162557.529006397,74818.28142503323,44357.88299398696,32633.55809708171,1.1529674124156572e6,0.00036026592051731143,0.501771417883294,12086.78797783582
1.627,154164.13995327218,297826.92487558344,301152.40818868653,85433.85572684833,162555.78184936743,74796.61171404728,44341.00561416184,32629.338389051227,1.152900066311018e6,0.0003602448769855344,0.5017421088585551,12086.081975151666
1.628,154172.00714757902,297852.5581790921,301123.0866320501,85406.84463690143,162554.0346923379,74774.94200306134,44324.12823433671,32625.116084810383,1.152832717610169e6,0.0003602238326425237,0.5017127987039456,12085.375945250926
1.629,154179.87434188588,297878.1914826007,301093.76507541374,85379.83354695453,162552.28753530834,74753.27229207539,44307.250854511585,32620.891184355016,1.152765366313105e6,0.00036020278748827777,0.5016834874194633,12084.669888133543
1.63,154187.74153619274,297903.8247861094,301064.4435187773,85352.82245700761,162550.54037827882,74731.60258108942,44290.37347468647,32616.663687680975,1.1526980124198229e6,0.00036018174152279564,0.5016541750051069,12083.963803799488
1.631,154195.6337238723,297929.58580116945,301034.9504077326,85325.70035582299,162548.77207691775,74709.86394235771,44273.44449034594,32612.43359478408,1.1526303843930026e6,0.00036016060989923647,0.5016247432878348,12083.254845668727
1.632,154203.5259115519,297955.3468162294,301005.4572966879,85298.57825463837,162547.00377555672,74688.12530362597,44256.5155060054,32608.20090566017,1.1525627537699558e6,0.00036013947746443847,0.5015953104406848,12082.545860321203
1.633,154211.41809923144,297981.1078312894,300975.9641856432,85271.45615345374,162545.23547419565,74666.38666489425,44239.58652166487,32603.965620305065,1.1524951205506776e6,0.0003601183442184001,0.5015658764636549,12081.836847756866
1.634,154219.31028691103,298006.86884634936,300946.47107459843,85244.33405226911,162543.46717283456,74644.64802616254,44222.65753732434,32599.727738714577,1.1524274847351639e6,0.00036009721016112004,0.5015364413567434,12081.127807975672
1.635,154227.2024745906,298032.62986140937,300916.97796355374,85217.21195108448,162541.69887147355,74622.9093874308,44205.728552983805,32595.487260884514,1.152359846323411e6,0.00036007607529259727,0.5015070051199485,12080.418740977584
1.636,154235.11965415673,298058.51919721864,300887.3123925614,85189.97864252288,162539.9092293949,74601.10180237476,44188.7479773624,32591.244186810716,1.1522919330824025e6,0.0003600548545486076,0.5014774492774616,12079.706792889443
1.637,154243.03683372287,298084.40853302786,300857.6468215691,85162.74533396127,162538.11958731624,74579.2942173187,44171.76740174099,32586.998516488948,1.152224017245146e6,0.0003600336329933725,0.5014478923050876,12078.994817584316
1.638,154250.954013289,298110.29786883714,300827.9812505769,85135.51202539967,162536.32994523758,74557.48663226266,44154.78682611958,32582.750249915014,1.1521560988116374e6,0.0003600124106268905,0.5014183342028247,12078.282815062159
1.639,154258.87119285515,298136.1872046463,300798.31567958463,85108.27871683805,162534.5403031589,74535.6790472066,44137.80625049817,32578.499387084714,1.1520881777818725e6,0.00035999118744916035,0.5013887749706709,12077.570785322927
1.64,154266.78837242126,298162.0765404556,300768.65010859235,85081.04540827643,162532.75066108024,74513.87146215056,44120.825674876774,32574.245927993838,1.152020254155847e6,0.0003599699634601808,0.5013592146086246,12076.858728366577
1.641,154274.73054220507,298188.0948069278,300738.81116661883,85053.70069697572,162530.93948034346,74491.99491221258,44103.79352147777,32569.989872638154,1.1519520549993992e6,0.0003599486533766419,0.5013295343357386,12076.143782969704
1.642,154282.67271198888,298214.1130733999,300708.9722246453,85026.35598567504,162529.12829960664,74470.1183622746,44086.761368078776,32565.731221013444,1.1518838532466826e6,0.000359927342481851,0.5012998529329563,12075.428810355625
1.643,154290.61488177266,298240.1313398721,300679.1332826718,84999.01127437435,162527.31711886986,74448.24181233661,44069.72921467978,32561.46997311548,1.1518156488976926e6,0.0003599060307758066,0.5012701704002759,12074.713810524292
1.644,154298.55705155648,298266.14960634423,300649.2943406983,84971.66656307364,162525.50593813305,74426.36526239863,44052.69706128078,32557.206128940026,1.1517474419524253e6,0.0003598847182585075,0.5012404867376955,12073.998783475667
1.645,154306.4992213403,298292.1678728164,300619.45539872476,84944.32185177294,162523.69475739627,74404.48871246063,44035.66490788177,32552.93968848283,1.151679232410876e6,0.0003598634049299523,0.5012108019452133,12073.283729209697
1.646,154314.46637948748,298318.31568040064,300589.4421692088,84916.86554317108,162521.86183849326,74382.54317910559,44018.58119048094,32548.670651739678,1.1516107466320875e6,0.00035984200528597974,0.5011809969342845,12072.565779093502
1.647,154322.43353763467,298344.4634879849,300559.42893969273,84889.40923456923,162520.02891959017,74360.59764575053,44001.49747308009,32544.39901870629,1.1515422582570089e6,0.00035982060483074854,0.5011511907934503,12071.847801759877
1.648,154330.40069578186,298370.61129556916,300529.4157101767,84861.95292596737,162518.19600068717,74338.6521123955,43984.413755679256,32540.124789378424,1.1514737672856355e6,0.0003597992035642572,0.5011213835227086,12071.129797208776
1.649,154338.36785392906,298396.7591031535,300499.4024806607,84834.49661736554,162516.36308178407,74316.70657904044,43967.33003827841,32535.847963751814,1.1514052737179634e6,0.0003597778014865045,0.5010915751220577,12070.411765440156
1.65,154346.33501207625,298422.90691073774,300469.38925114466,84807.04030876368,162514.53016288104,74294.7610456854,43950.24632087757,32531.568541822195,1.1513367775539886e6,0.0003597563985974891,0.5010617655914958,12069.693706453976
1.651,154354.32715654452,298449.1848702307,300439.2008119638,84779.47220912238,162512.675304723,74272.74651040226,43933.11105352686,32527.286523585302,1.1512680044400988e6,0.00035973490917036774,0.501031835532331,12068.972744146446
1.652,154362.3193010128,298475.4628297236,300409.01237278304,84751.90410948108,162510.8204465649,74250.73197511912,43915.97578617617,32523.001909036848,1.1511992287298976e6,0.0003597134189319811,0.5010019043432515,12068.251754621264
1.653,154370.31144548106,298501.7407892166,300378.82393360225,84724.33600983977,162508.96558840683,74228.71743983596,43898.840518825455,32518.714698172553,1.1511304504233806e6,0.0003596919278823277,0.5009719720242553,12067.530737878385
1.654,154378.3035899493,298528.0187487095,300348.6354944214,84696.76791019847,162507.11073024874,74206.70290455283,43881.705251474756,32514.42489098813,1.1510616695205432e6,0.00035967043602140613,0.5009420385753405,12066.80969391776
1.655,154386.29573441757,298554.29670820246,300318.4470552406,84669.19981055715,162505.2558720907,74184.6883692697,43864.56998412405,32510.132487479295,1.1509928860213817e6,0.00035964894334921527,0.5009121039965053,12066.088622739351
1.656,154394.3128629739,298580.70543055324,300288.08247867855,84641.51972698548,162503.37887199497,74162.60481357307,43847.383181155514,32505.837487641737,1.1509238248535565e6,0.00035962736391433216,0.5008820485762678,12065.364640704805
1.657,154402.3299915302,298607.114152904,300257.7179021165,84613.83964341381,162501.50187189924,74140.52125787643,43830.19637818696,32501.53989147115,1.1508547610893983e6,0.000359605783668177,0.5008519920261062,12064.640631452381
1.658,154410.3471200865,298633.52287525474,300227.35332555434,84586.15955984214,162499.6248718035,74118.4377021798,43813.00957521841,32497.239698963243,1.1507856947289028e6,0.00035958420261074836,0.5008219343460185,12063.916594982034
1.659,154418.36424864279,298659.9315976055,300196.98874899227,84558.47947627046,162497.7478717078,74096.35414648315,43795.82277224986,32492.936910113687,1.1507166257720655e6,0.00035956262074204485,0.5007918755360029,12063.192531293718
1.66,154426.38137719908,298686.3403199563,300166.6241724302,84530.7993926988,162495.87087161207,74074.27059078652,43778.63596928133,32488.631524918168,1.1506475542188825e6,0.0003595410380620653,0.5007618155960577,12062.46844038739
