"ma GeV","|cGeff|","P_Drell-Yan,FNAL (DUNE)","P_Drell-Yan,SPS (SHiP)","P_Drell-Yan,LHC"
0.41700000000000004,2.9536007207055124,0,0,0
0.418,2.954158244220424,0,0,0
0.419,2.9547082160901224,0,0,0
0.42,2.955250720973342,0,0,0
0.421,2.955785842428332,0,0,0
0.422,2.956313662929699,0,0,0
0.423,2.956834263884935,0,0,0
0.424,2.9573477256506475,0,0,0
0.425,2.957854127548508,0,0,0
0.426,2.9583535478808964,0,0,0
0.427,2.9588460639462837,0,0,0
0.428,2.9593317520543336,0,0,0
0.429,2.959810687540727,0,0,0
0.43,2.960282944781741,0,0,0
0.431,2.9607485972085588,0,0,0
0.432,2.9612077173213356,0,0,0
0.433,2.961660376703005,0,0,0
0.434,2.962106646032865,0,0,0
0.435,2.9625465950999024,0,0,0
0.436,2.962980292815917,0,0,0
0.437,2.9634078072283834,0,0,0
0.438,2.963829205533112,0,0,0
0.439,2.964244554086704,0,0,0
0.44,2.96465391841875,0,0,0
0.441,2.9650573632438753,0,0,0
0.442,2.965454952473534,0,0,0
0.443,2.9658467492276284,0,0,0
0.444,2.9662328158459155,0,0,0
0.445,2.9666132138992483,0,0,0
0.446,2.9669880042005867,0,0,0
0.447,2.967357246815859,0,0,0
0.448,2.9677210010746222,0,0,0
0.449,2.968079325580554,0,0,0
0.45,2.9684322782217647,0,0,0
0.451,2.9687799161809387,0,0,0
0.452,2.969122295945311,0,0,0
0.453,2.9694594733164763,0,0,0
0.454,2.9697915034200357,0,0,0
0.455,2.97011844071509,0,0,0
0.456,2.970440339003573,0,0,0
0.457,2.9707572514394314,0,0,0
0.458,2.971069230537658,0,0,0
0.459,2.9713763281831875,0,0,0
0.46,2.971678595639618,0,0,0
0.461,2.971976083557838,0,0,0
0.462,2.9722688419844676,0,0,0
0.463,2.9725569203701943,0,0,0
0.464,2.972840367577966,0,0,0
0.465,2.9731192318910535,0,0,0
0.466,2.9733935610209854,0,0,0
0.467,2.9736634021153505,0,0,0
0.468,2.9739288017654846,0,0,0
0.46900000000000003,2.974189806014037,0,0,0
0.47000000000000003,2.9744464603624072,0,0,0
0.47100000000000003,2.9746988097780767,0,0,0
0.47200000000000003,2.9749468987018166,0,0,0
0.47300000000000003,2.975190771054789,0,0,0
0.47400000000000003,2.9754304702455245,0,0,0
0.47500000000000003,2.975666039176815,0,0,0
0.47600000000000003,2.97589752025248,0,0,0
0.47700000000000004,2.976124955384025,0,0,0
0.47800000000000004,2.976348385997222,0,0,0
0.47900000000000004,2.976567853038552,0,0,0
0.48000000000000004,2.976783396981588,0,0,0
0.481,2.9769950578332436,0,0,0
0.482,2.9772028751399513,0,0,0
0.483,2.9774068879937383,0,0,0
0.484,2.977607135038204,0,0,0
0.485,2.9778036544744144,0,0,0
0.486,2.9779964840667046,0,0,0
0.487,2.978185661148397,0,0,0
0.488,2.978371222627419,0,0,0
0.489,2.9785532049918575,0,0,0
0.49,2.9787316443154115,0,0,0
0.491,2.9789065762627764,0,0,0
0.492,2.97907803609494,0,0,0
0.493,2.979246058674395,0,0,0
0.494,2.9794106784702867,0,0,0
0.495,2.9795719295634857,0,0,0
0.496,2.979729845651554,0,0,0
0.497,2.9798844600536833,0,0,0
0.498,2.9800358057155294,0,0,0
0.499,2.980183915213986,0,0,0
0.5,2.9803288207618834,0,0,0
0.501,2.980470554212623,0,0,0
0.502,2.9806091470647433,0,0,0
0.503,2.9807446304664222,0,0,0
0.504,2.980877035219904,0,0,0
0.505,2.981006391785867,0,0,0
0.506,2.9811327302877357,0,0,0
0.507,2.9812560805159225,0,0,0
0.508,2.9813764719319997,0,0,0
0.509,2.9814939336728346,0,0,0
0.51,2.981608494554646,0,0,0
0.511,2.981720183077004,0,0,0
0.512,2.981829027426778,0,0,0
0.513,2.9819350554820407,0,0,0
0.514,2.982038294815877,0,0,0
0.515,2.9821387727001913,0,0,0
0.516,2.9822365161094124,0,0,0
0.517,2.98233155172418,0,0,0
0.518,2.982423905934965,0,0,0
0.519,2.9825136048456304,0,0,0
0.52,2.9826006742769695,0,0,0
0.521,2.982685139770157,0,0,0
0.522,2.9827670265901856,0,0,0
0.523,2.982846359729239,0,0,0
0.524,2.982923163910008,0,0,0
